ID,NUM,Drug_num,score,rank,SMILES(Standardized),Name,CAS,Formula,MolWt
T2874,1215,AUTOGEN_Drug_1215,0.000931273,7,COc1c(OC)ccc2c1CN1CCc3c(C1C2)cc1c(c3)OCO1,Tetrahydroberberine THB,522-97-4,C20H21O4N,339.39
T5573,1216,AUTOGEN_Drug_1216,0.000995238,5,COC1=C(OC)C(=O)C(=C(C1=O)C/C=C(/CC/C=C(/CC/C=C(/CC/C=C(/CC/C=C(/CC/C=C(/CC/C=C(/CC/C=C(/CCC=C(C)C)\C)\C)\C)\C)\C)\C)\C)\C)C,Coenzyme Q9,303-97-9,C54H82O4,795.23
T3S1729,1217,AUTOGEN_Drug_1217,0.00109414,1,O[C@H]1C[C@H]2CCN3[C@H]2[C@@H]([C@@H]1O)c1cc2OCOc2cc1C3,Dihydrolycorine,6271-21-2,C16H19NO4,289.33
T4S0295,1218,AUTOGEN_Drug_1218,0.00185124,1,OC[C@H]1O[C@@H](Oc2cc(O)c3c(c2)oc(cc3=O)c2ccc(cc2)O)[C@@H]([C@H]([C@@H]1O)O)O,Apigenin 7-glucoside,578-74-5,C21H20O10,432.38
T2S0410,1219,AUTOGEN_Drug_1219,0.000769052,1,O=C(O[C@H]1[C@@H](C)C[C@]2([C@H]1[C@@H](OC(=O)C)[C@]1(CC[C@H]3[C@@H](/C=C(/C2=O)\C)C3(C)C)CO1)OC(=O)C)Cc1ccccc1,Euphorbia factor L1,76376-43-7,C32H40O8,552.66
T6116,1220,AUTOGEN_Drug_1220,0.000659257,5,OC[C@@H]1O[C@@H](O[C@H]([C@@H](C(=O)N[C@@H]([C@H]([C@@H](C(=O)N[C@H](C(=O)NCCc2scc(n2)c2scc(n2)C(=O)NCCC[S+](C)C)[C@H](O)C)C)O)C)NC(=O)c2nc(nc(c2C)N)[C@H](CC(=O)N)NC[C@@H](C(=O)N)N)c2[nH]cnc2)[C@H]([C@H]([C@@H]1O)O)O[C@H]1O[C@H](CO)[C@H]([C@@H]([C@@H]1O)OC(=O)N)O,Bleomycin Sulfate,9041-93-4,C55H85N17O25S4,1512.62
T7331,1221,AUTOGEN_Drug_1221,0.00107389,7,O[C@@H]1CC[C@]2([C@@H](C1)C[C@@H]([C@@H]1[C@@H]2C[C@H](O)[C@]2([C@H]1CC[C@@H]2[C@@H](CCC(=O)O)C)C)O)C,Ursocholic acid,2955-27-3,C24H40O5,408.6
TN1733,1222,AUTOGEN_Drug_1222,0.00201432,1,OC[C@H]1O[C@@H](Oc2cc3O[C@@H](CC(=O)c3c(c2)O)c2ccc(c(c2)O)OC)[C@@H]([C@H]([C@@H]1O)O)O,Hesperetin 7-O-glucoside,31712-49-9,C22H24O11,464.4
T8203,1223,AUTOGEN_Drug_1223,0.000671854,7,OC[C@H]1O[C@@]([C@H]([C@@H]1O)O)(CO)O[C@H]1O[C@H](CO[C@@H]2O[C@H](CO)[C@H]([C@@H]([C@H]2O)O)O)[C@H]([C@@H]([C@H]1O)O)O,Gentianose,25954-44-3,C18H32O16,504.4
T7448,1224,AUTOGEN_Drug_1224,0.000722847,7,CC([C@@H]([C@@H](C(=O)O)N)C)O,4-Hydroxyisoleucine,781658-23-9,C6H13NO3,147.17
T5750,1225,AUTOGEN_Drug_1225,0.00136235,1,COc1c(OC)ccc2c1c(=O)n1c(c2)c2cc3OCOc3cc2CC1,Oxyberberine,549-21-3,C20H17NO5,351.35
T3889,1226,AUTOGEN_Drug_1226,0.000770858,5,OCC1(CO)[C@@H](O[C@@H]2O[C@H](CO)[C@H]([C@@H]([C@H]2O)O)O)[C@@H](O)C[C@]2([C@H]1CC[C@@]1(C2CC=C2[C@]1(C)C[C@@H](O)[C@@]1([C@H]2CC(CC1)(C)C)C(=O)O[C@@H]1OC[C@@H]([C@@H]([C@H]1O[C@@H]1O[C@@H](C)[C@@H]([C@H]([C@H]1O)O)O[C@@H]1OC[C@H]([C@@H]([C@H]1O)O[C@@H]1OC[C@]([C@H]1O)(O)CO)O)O)O)C)C,Platycodin D,58479-68-8,C57H92O28,1225.34
T2832|T4291,1227,AUTOGEN_Drug_1227,0.00145827,2,COc1ccc2c(c1O)c1c(OC)c(OC)cc3c1[C@H](C2)N(C)CC3,S-Isocorydine(+),475-67-2,C20H23NO4,341.41
T3874,1228,AUTOGEN_Drug_1228,0.000777329,2,OC[C@H]1O[C@@H](O[C@H]2CC[C@]3(C(=CC[C@@H]4[C@@H]3CC[C@]3([C@H]4C[C@H]4[C@@H]3[C@H](C)[C@]3(O4)CC[C@H](CO3)C)C)C2)C)[C@@H]([C@H]([C@@H]1O)O)O,Diosgenin glucoside,14144-06-0,C33H52O8,576.77
T3S1628,1229,AUTOGEN_Drug_1229,0.0017206,3,OC[C@H]1O[C@H]([C@@H]([C@H]([C@@H]1O[C@@H]1O[C@H](CO)[C@H]([C@@H]([C@H]1O)O)O)O)O)c1c(O)cc(c2c1oc(cc2=O)c1ccc(cc1)O)O,Vitexin -4''-O-glucoside,178468-00-3,C27H30O15,594.52
T3782,1230,AUTOGEN_Drug_1230,0.000595436,4,OC[C@H]1O[C@@H](OC[C@H]2O[C@@H](O[C@H]3[C@@H](O)CO[C@H]([C@@H]3O[C@@H]3O[C@@H](C)[C@@H]([C@H]([C@H]3O)O)O)O[C@H]3CC[C@]4([C@H](C3(C)C)CC[C@@]3([C@@H]4CC[C@H]4[C@@]53CO[C@]3(C5)[C@@H]4[C@@](C)(O)C[C@@H](O3)C=C(C)C)C)C)[C@@H]([C@H]([C@@H]2O)O)O[C@@H]2OC[C@H]([C@@H]([C@H]2O)O)O)[C@@H]([C@H]([C@@H]1O)O)O,Jujuboside A,55466-04-1,C58H94O26,1207.36
T6S1768,1231,AUTOGEN_Drug_1231,0.00174418,1,COc1cc(ccc1O)c1oc2cc(O)cc(c2c(=O)c1O[C@@H]1O[C@H](CO[C@@H]2O[C@@H](C)[C@@H]([C@H]([C@H]2O)O)O)[C@H]([C@@H]([C@H]1O)O)O)O,Narcissoside,604-80-8,C28H32O16,624.54
T3894,1232,AUTOGEN_Drug_1232,0.000701819,4,OC[C@H]1O[C@@H](O[C@H]2CC[C@]3(C(=CC[C@@H]4[C@@H]3CC[C@]3([C@H]4C[C@H]4[C@@H]3[C@H](C)[C@]3(O4)CC[C@H](CO3)C)C)C2)C)[C@@H]([C@H]([C@@H]1O[C@@H]1O[C@H]([C@@H]([C@H]1O)O)CO)O[C@@H]1O[C@@H](C)[C@@H]([C@H]([C@H]1O)O)O)O,Polyphyllin II,76296-72-5,C44H70O16,855.03
T21130,1233,AUTOGEN_Drug_1233,0.00107979,3,COc1cc2OC(C)(C)C=Cc2cc1OC,Precocene II,644-06-4,C13H16O3,220.26
T5229|TQ0135,1234,AUTOGEN_Drug_1234,0.00187009,3,OC(=O)C(c1ccc(c(c1)O)O)O,"DL -3,4-Dihydroxymandelic acid",14883-87-5,C8H8O5,184.15
T5219,1235,AUTOGEN_Drug_1235,0.000787952,5,CC[C@H]([C@@H](C(=O)O)N)C,L-allo-Isoleucine,1509-34-8,C6H13NO2,131.17
TQ0251,1236,AUTOGEN_Drug_1236,0.00164636,1,CCCCCCC/C=C\C(=O)O,(Z)-2-decenoic acid,15790-91-7,C10H18O2,170.25
T3800,1237,AUTOGEN_Drug_1237,0.00170513,1,COc1cc(ccc1O)c1oc2cc(O)cc(c2c(=O)c1O[C@@H]1O[C@H](CO[C@@H]2O[C@@H](C)[C@@H]([C@H]([C@H]2O)O)O)[C@H]([C@@H]([C@H]1O[C@H]1O[C@H](C)[C@@H]([C@H]([C@H]1O)O)O)O)O)O,Typhaneoside,104472-68-6,C34H42O20,770.69
T4S0999,1238,AUTOGEN_Drug_1238,0.00267636,1,COc1cc(O)c(c2c1C(=O)C[C@H](O2)c1ccc(cc1)O)CC=C(C)C,Isoxanthohumol,70872-29-6,C21H22O5,354.4
T4S1659,1239,AUTOGEN_Drug_1239,0.00142675,1,O=c1ccc2c(o1)c(O)c1c(c2)cco1,Xanthotoxol,2009-24-7,C11H6O4,202.16
T6S2038,1240,AUTOGEN_Drug_1240,0.000766327,4,O[C@H]1CO[C@H]([C@@H]([C@H]1O)O)O[C@H]1CC[C@]2([C@H](C1(C)C)CC[C@@]1([C@@H]2CC=C2[C@@]1(C)CC[C@@]1([C@H]2[C@](C)(O)[C@H](C)CC1)C(=O)O)C)C,Ziyuglycoside II,35286-59-0,C35H56O8,604.82
T5S0167,1241,AUTOGEN_Drug_1241,0.000972356,2,C=C1CCC[C@]2([C@H]1CC1=C(C)C(=O)OC1=C2)C,Atractylenolide I,73069-13-3,C15H18O2,230.3
T3929,1242,AUTOGEN_Drug_1242,0.00114337,2,C=C1C[C@@]23C[C@H]1CC[C@H]3[C@]1([C@H](CC2)[C@@](C)(CCC1)C(=O)O)C,Kaurenoic acid,6730-83-2,C20H30O2,302.45
T5S1708,1243,AUTOGEN_Drug_1243,0.000897633,3,CC([C@H]1[C@@H]2C(=O)O[C@H]1[C@@H]1[C@@]3([C@H]2CC[C@@H]3CN1C)C)C,Dendrobine,2115-91-5,C16H25NO2,263.38
T7607,1244,AUTOGEN_Drug_1244,0.000879077,3,OC[C@H]1O[C@H]([C@]([C@@H]1O)(C)F)n1ccc(nc1=O)N,PSI-6130,817204-33-4,C10H14FN3O4,259.23
T2S1396,1245,AUTOGEN_Drug_1245,0.000775197,6,CC(=O)O[C@H]1CC[C@]2([C@H](C1(C)C)CC[C@@]1([C@@H]2CC=C2[C@@]1(C)CC[C@@]1([C@H]2CC(C)(C)CC1)C(=O)O)C)C,3-?O-?Acetyloleanolic acid,4339-72-4,C32H50O4,498.74
T3776,1246,AUTOGEN_Drug_1246,0.00256608,1,COc1ccc(cc1O)/C=C/c1cc(O)cc(c1)O,Rhapontigenin,500-65-2,C15H14O4,258.3
T7025,1247,AUTOGEN_Drug_1247,0.000433196,19,OC[C@H]1O[C@@H](O[C@@]23C=CO[C@H]([C@@H]3C(=C[C@H]2O)CO)O[C@@H]2O[C@H](CO)[C@H]([C@@H]([C@H]2O)O)O)[C@@H]([C@H]([C@@H]1O)O)O[C@@H]1O[C@H](CO)[C@H]([C@@H]([C@H]1O)O)O,Rehmannioside D,81720-08-3,C27H42O20,686.61
T3834,1248,AUTOGEN_Drug_1248,0.000601151,3,OCC1OC(OC2OC=C(C3C2C(C)CC3)C(=O)O)C(C(C1O)O)O,8-Epideoxyloganic acid,88668-99-9,C16H24O9,360.4
T8150,1249,AUTOGEN_Drug_1249,0.0010298,1,NC(=O)c1ccc(=O)n(c1)C,"1-Methyl-6-oxo-1,6-dihydropyridine-3-carboxamide",701-44-0,C7H8N2O2,152.15
TN4234,1250,AUTOGEN_Drug_1250,0.00253694,1,Oc1ccc(cc1)C1OC(=O)c2c(C1)cccc2O,Hydrangenol,480-47-7,C15H12O4,256.25
T3765,1251,AUTOGEN_Drug_1251,0.00166651,1,C1Oc2c(O1)cc(cc2)[C@@H]1OC[C@H]2[C@@H]1CO[C@@H]2c1ccc2c(c1)OCO2,L-asarinin,133-05-1,C20H18O6,354.36
TN1992,1252,AUTOGEN_Drug_1252,0.00214092,1,Oc1cc(O)c2c(c1)oc(cc2=O)C,Noreugenin,1013-69-0,C10H8O4,192.2
T8179,1253,AUTOGEN_Drug_1253,0.00145856,2,OC[C@H]1O[C@H]([C@@H]([C@H]([C@@H]1O)O)OC(=O)/C=C/c1ccc(cc1)O)c1c(OC)cc(c2c1oc(C[C@H](O)C)cc2=O)C,Aloeresin D,105317-67-7,C29H32O11,556.6
T8275,1254,AUTOGEN_Drug_1254,0.00147699,1,C[C@H]1CC[C@@H]([C@H](C1)O)C(=C)C,(+)-Isopulegol,104870-56-6,C10H18O,154.25
T5771,1255,AUTOGEN_Drug_1255,0.00129231,1,COc1c(O)c2C(=O)C=C(c3c2c2c1C[C@](C)(O)[C@@H](c1c2c2c3C(=CC(=O)c2c(c1OC)O)OC)C(=O)C)OC,Hypocrellin A,77029-83-5,C30H26O10,546.52
T38815,1256,AUTOGEN_Drug_1256,0.00124286,3,COc1ccc(cc1)/C=C/C(=O)c1ccc(c2c1OC(C)(C)C=C2)OC,Millepachine,1393922-01-4,C22H22O4,350.41
T2S1158,1257,AUTOGEN_Drug_1257,0.00155066,1,O=C(O[C@H]1[C@H](O)C[C@](C[C@H]1OC(=O)/C=C/c1ccc(c(c1)O)O)(O)C(=O)O)/C=C/c1ccc(c(c1)O)O,"4,5-Dicaffeoylquinic acid",57378-72-0,C25H24O12,516.45
T6490,1258,AUTOGEN_Drug_1258,0.00082925,2,O=C1O[C@@H](C[C@@H]2O[C@@H]2CCC[C@@H]([C@@H]([C@H](C(=O)C([C@H](C1)O)(C)C)C)O)C)/C(=C/c1csc(n1)C)/C,Epothilone A,152044-53-6,C26H39NO6S,493.66
T5S0092,1259,AUTOGEN_Drug_1259,0.00168101,1,C=C[C@@H]1CNC(=S)O1,Epigoitrin,1072-93-1,C5H7NOS,129.17
T3881,1260,AUTOGEN_Drug_1260,0.00148445,2,OC[C@H]1O[C@H]([C@@H]([C@H]([C@@H]1O)O)O[C@@H]1OC[C@@H]([C@@H]([C@H]1O)O)O)c1c(O)cc2c(c1O)c(=O)cc(o2)c1ccc(cc1)O[C@@H]1O[C@H](CO)[C@H]([C@@H]([C@H]1O)O)O,Vaccarin,53452-16-7,C32H38O19,726.64
T3054,1261,AUTOGEN_Drug_1261,0.00170268,1,COc1cc2c(cc1OC)CCN([C@@H]2Cc1ccc(cc1)Oc1cc(ccc1O)C[C@H]1N(C)CCc2c1cc(O)c(c2)OC)C,Daurisoline,70553-76-3,C37H42N2O6,610.75
T3S1457,1262,AUTOGEN_Drug_1262,0.00116843,4,COc1cc2CC[n+]3c(c2cc1OC)cc1c(c3)c(O)c(cc1)OC,Palmatrubine,16176-68-4,C20H20NO4+,338.38
TN7115,1263,AUTOGEN_Drug_1263,0.00151486,1,COc1cc(/C=C/c2ccccc2)cc(c1)OC,"3,5-Dimethoxystilbene",21956-56-9,C16H16O2,240.3
T8177,1264,AUTOGEN_Drug_1264,0.000613142,17,OC[C@H]1O[C@H](O[C@@H]2[C@H](O)[C@H](O)[C@H]([C@@H]([C@H]2O)O)O)[C@@H]([C@H]([C@H]1O)O)O,Galactinol,3687-64-7,C12H22O11,342.3
T3771,1265,AUTOGEN_Drug_1265,0.000664419,8,OC[C@H]1O[C@@H](O[C@H]2CC[C@]3(C(=CC[C@@H]4[C@@H]3CC[C@]3([C@H]4C[C@H]4[C@@H]3[C@H](C)[C@@](O4)(OC)CC[C@H](CO[C@@H]3O[C@H](CO)[C@H]([C@@H]([C@H]3O)O)O)C)C)C2)C)[C@@H]([C@H]([C@H]1O[C@@H]1O[C@@H](C)[C@@H]([C@H]([C@H]1O)O)O)O)O[C@@H]1O[C@@H](C)[C@@H]([C@H]([C@H]1O)O)O,Methyl protodioscin,54522-52-0,C52H86O22,1063.23
T4107,1266,AUTOGEN_Drug_1266,0.00106622,3,OCc1cnc(c(c1C(=O)O)O)C,4-Pyridoxic Acid,82-82-6,C8H9NO4,183.16
T3756,1267,AUTOGEN_Drug_1267,0.000788331,10,OC[C@H]([C@H]([C@H]([C@H](CO)O)O)O)O,Allitol,488-44-8,C6H14O6,182.17
T13738,1268,AUTOGEN_Drug_1268,0.00126375,2,C[C@@H]1CC[C@@H](C(=O)C1)C(C)C,(+)-Isomenthone,1196-31-2,C10H18O,154.25
TJS0123,1269,AUTOGEN_Drug_1269,0.000838118,4,CCOC(=O)C1=CCCNC1,Arecoline,18513-76-3,C8H13NO2,155.19
TMS2180,1270,AUTOGEN_Drug_1270,0.000946307,9,O[C@@H]1CC(=C(C(C1)(C)C)/C=C/C(=C/C=C/C(=C/C=C/C=C(/C=C/C=C(/C=C/C1=C(C)C[C@H](CC1(C)C)O)\C)\C)/C)/C)C,Zeaxanthin,144-68-3,C40H56O2,568.88
TN1768,1271,AUTOGEN_Drug_1271,0.00296819,1,Oc1ccc(cc1)C(=O)c1c(O)cc(cc1O)O,Iriflophenone,52591-10-3,C13H10O5,246.22
TP1070L,1272,AUTOGEN_Drug_1272,0.000720171,5,NCCCC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N)CC(C)C)C(C)C)C)C)CC(C)C)Cc1ccc(cc1)O)CCCCN)CCCCN)C(C)C)C)CCSC)CCC(=O)N)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H]([C@H](O)C)NC(=O)[C@@H](NC(=O)[C@H]([C@H](CC)C)NC(=O)CNC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](Cc1nc[nH]c1)N)CO)CC(=O)O)Cc1ccccc1)CC(=O)O)CO)Cc1ccc(cc1)O)CO)CCCNC(=N)N)Cc1ccc(cc1)O)CCCNC(=N)N,"PACAP (1-27), human, ovine, rat acetate(127317-03-7 free base)",TP1070L,C144H228N40O41S,3207.71
TP1741L,1273,AUTOGEN_Drug_1273,0.000732023,7,NCCCC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)NCC(=O)N[C@H](C(=O)O)Cc1ccc(cc1)O)CCCNC(=N)N)Cc1cnc[nH]1)CO)Cc1cnc[nH]1)Cc1cnc[nH]1)CCCCN)CCC(=O)O)Cc1cnc[nH]1)Cc1ccccc1)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](Cc1ccc(cc1)O)NC(=O)CNC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)N)CO)Cc1cnc[nH]1)C)CCCCN)CCCNC(=N)N)Cc1cnc[nH]1)Cc1cnc[nH]1)CCCCN)CCCNC(=N)N,Histatin 5 acetate,TP1741L,C135H199N51O35,3096.35
TN1712,1274,AUTOGEN_Drug_1274,0.00148511,1,OC[C@H]1O[C@@H](Oc2c(O)cc(c3c2oc(c2ccc(c(c2)O)O)c(c3=O)O)O)[C@@H]([C@H]([C@@H]1O)O)O,Gossypin,652-78-8,C21H20O13,480.38
T8280,1275,AUTOGEN_Drug_1275,0.000563837,8,OCC1=C[C@@H]([C@H]2[C@@H]1[C@@H](OC=C2C(=O)O)O[C@@H]1O[C@H](CO)[C@H]([C@@H]([C@H]1O)O)O)O,Desacetyl asperulosidic acid,14259-55-3,C16H22O11,390.34
T6S0109,1276,AUTOGEN_Drug_1276,0.00128803,1,O[C@H]1CC[C@]2([C@H](C1)C(=O)C[C@@H]1[C@@H]2C[C@@H]2[C@H]1CC[C@@H]1[C@H]2CN2C[C@@H](C)CC[C@H]2[C@@]1(C)O)C,Sipeimine,61825-98-7,C27H43NO3,429.64
T6S1027,1277,AUTOGEN_Drug_1277,0.000881121,3,CC/C(=C/C(=O)O[C@@H]1C[C@@H](C(C)C)[C@H]2[C@H](C1=C)CC(=O)[C@@H]2[C@H](OC(=O)C)C)/C,Tussilagone,104012-37-5,C23H34O5,390.52
T8713,1278,AUTOGEN_Drug_1278,0.000875156,7,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(OCC[N+](C)(C)C)[O-])O,1-Oleoyl-sn-glycero-3-phosphocholine,19420-56-5,C26H52NO7P,521.7
T6S1597,1279,AUTOGEN_Drug_1279,0.00193522,1,OC[C@H]1O[C@H](Oc2ccc(c(c2)O)/C=C/c2cc(O)cc(c2)O[C@@H]2O[C@H](CO)[C@H]([C@@H]([C@H]2O)O)O)[C@@H]([C@H]([C@@H]1O)O)O,Mulberroside A,102841-42-9,C26H32O14,568.52
T6S2246,1280,AUTOGEN_Drug_1280,0.000885969,2,CC(=O)O[C@H]([C@H]1OC1(C)C)C[C@H](C1=C2C[C@H](O)[C@@H]3[C@]([C@]2(CC1)C)(C)CC[C@@H]1[C@]3(C)CCC(=O)C1(C)C)C,Alisol B 23-acetate,26575-95-1,C32H50O5,514.74
T6S2384,1281,AUTOGEN_Drug_1281,0.00147259,1,O=C(O[C@@H]1[C@@H](CO[C@@H]2O[C@@H](C)[C@@H]([C@H]([C@H]2O)O)O)O[C@H]([C@@H]([C@H]1O[C@@H]1O[C@@H](C)[C@@H]([C@H]([C@H]1O)O)O)O)OCCc1ccc(c(c1)O)O)/C=C/c1ccc(c(c1)O)O,Poliumoside,94079-81-9,C35H46O19,770.73
T6S2315,1282,AUTOGEN_Drug_1282,0.000775438,4,OC[C@H]1O[C@@H](O[C@H]2CC[C@]3(C(=CC[C@@H]4[C@@H]3CC[C@]3([C@H]4C[C@H]4[C@]3(O)[C@H](C)[C@]3(O4)CC[C@H](CO3)C)C)C2)C)[C@@H]([C@H]([C@@H]1O)O)O[C@H]1O[C@@H](C)[C@@H]([C@H]([C@H]1O)O)O,Polyphyllin VI,55916-51-3,C39H62O13,738.91
T8433,1283,AUTOGEN_Drug_1283,0.000994262,4,CCCCCCCc1cc(=O)c2c(n1O)cccc2,HQNO,341-88-8,C16H21NO2,259.34
T5756,1284,AUTOGEN_Drug_1284,0.00052665,5,OC[C@H]1O[C@@H](O[C@@H]2OC=C([C@@]3([C@H]2[C@@H](C)CC3=O)O)C(=O)OC)[C@@H]([C@H]([C@@H]1O)O)O,Hastatoside,50816-24-5,C17H24O11,404.36
T5S0761|T8859,1285,AUTOGEN_Drug_1285,0.000951061,11,COc1cc2c[n+](C)c3c(c2cc1OC)ccc1c3cc2OCOc2c1,Nitidine chloride,13063-04-2,C21H18ClNO4,383.82
T5S2309,1286,AUTOGEN_Drug_1286,0.000604782,7,OC[C@H]1O[C@@H](OC[C@]2(C)[C@H](CC[C@]3([C@H]2CC[C@@]2([C@@H]3CC[C@H]3[C@@]2(C)CC[C@]2([C@@H]3O)CC[C@H](OC2)[C@H](CO[C@@H]2O[C@H](CO)[C@H]([C@@H]([C@H]2O)O)O)C)C)C)O[C@@H]2O[C@H](CO)[C@H]([C@@H]([C@H]2O[C@@H]2O[C@H](CO)[C@H]([C@@H]([C@H]2O)O)O)O)O)[C@@H]([C@H]([C@@H]1O)O)O,Hosenkoside K,160896-49-1,C54H92O25,1141.31
T5688,1287,AUTOGEN_Drug_1287,0.000749482,3,CC1=C2CC[C@@]([C@@H]2[C@@H]2[C@@H](CC1)C(=C)C(=O)O2)(C)O,Micheliolide,68370-47-8,C15H20O3,248.32
T5762,1288,AUTOGEN_Drug_1288,0.000625015,7,OC[C@H]1O[C@@H](O[C@@]23CC[C@@H]4[C@@](C2)(CC3=C)CC[C@H]2[C@@]4(C)CCC[C@@]2(C)C(=O)O)[C@@H]([C@H]([C@@H]1O)O[C@@H]1O[C@H](CO)[C@H]([C@@H]([C@H]1O)O)O)O[C@@H]1O[C@H](CO)[C@H]([C@@H]([C@H]1O)O)O,REBAUDIOSIDE B(P)(NEW),58543-17-2,C38H60O18,804.87
T4S0931,1289,AUTOGEN_Drug_1289,0.000896445,1,CC1=CC[C@@]23[C@@](CC1)(OC(=O)C)[C@@H](CC2)[C@@](OC3=O)(C)/C=C/C=C(/C(=O)O)\C,Pseudolaric acid A,82508-32-5,C22H28O6,388.46
T4S2164,1290,AUTOGEN_Drug_1290,0.00212195,1,Oc1ccc(cc1)[C@@H]1CC(=O)c2c(O1)cc(cc2O)O[C@@H]1O[C@H](CO[C@@H]2O[C@@H](C)[C@@H]([C@H]([C@H]2O)O)O)[C@H]([C@@H]([C@H]1O)O)O,Narirutin,14259-46-2,C27H32O14,580.53
T4S1024,1291,AUTOGEN_Drug_1291,0.000552416,5,OC[C@H]1O[C@@H](O[C@@H]2CC[C@@H]3C(=CC[C@@H]4[C@@]3(C)C(=O)C[C@]3([C@@]4(C)C[C@H]([C@@H]3[C@@]3(C)OC(=CC3=O)C(C)C)O)C)C2(C)C)[C@@H]([C@H]([C@@H]1O)O)O[C@@H]1O[C@@H](C)[C@@H]([C@H]([C@H]1O)O)O,Picfeltarraenin IB,97230-46-1,C42H64O14,792.95
T3931,1292,AUTOGEN_Drug_1292,0.00267668,2,CC(=CCc1c(O)ccc2c1O[C@@H](CC2=O)c1ccc(cc1)O)C,Isobavachin,31524-62-6,C20H20O4,324.38
T3S1513,1293,AUTOGEN_Drug_1293,0.00104241,5,CC(=CCC[C@]([C@H]1CC[C@@]2([C@@H]1[C@H](O)C[C@H]1[C@@]2(C)CC[C@@H]2[C@]1(C)CC[C@@H](C2(C)C)O)C)(O)C)C,(20R)-Protopanaxdiol,7755/1/3,C30H52O3,460.74
T3877,1294,AUTOGEN_Drug_1294,0.000705332,5,OC[C@H]1O[C@@H](O[C@@H]2CO[C@H]([C@@H]([C@H]2O)O)O[C@H]2[C@@H](O)C[C@]3([C@H]([C@]2(C)CO)CC[C@@]2([C@@H]3CC=C3[C@@]2(C)CC[C@@]2([C@H]3C[C@](C)(CC2)C(=O)OC)C(=O)O)C)C)[C@@H]([C@H]([C@@H]1O)O)O,Esculentoside A,65497-07-6,C42H66O16,826.96
T3872,1295,AUTOGEN_Drug_1295,0.000949517,1,OC[C@H]1O[C@@H](OC([C@@H]2Oc3c(C2)cc2c(c3)oc(=O)cc2)(C)C)[C@@H]([C@H]([C@@H]1O)O)O,Nodakenin,495-31-8,C20H24O9,408.4
T3802,1296,AUTOGEN_Drug_1296,0.00169887,1,Oc1ccc(cc1)c1oc2cc(O[C@@H]3O[C@H](CO[C@@H]4O[C@@H](C)[C@@H]([C@H]([C@H]4O)O)O)[C@H]([C@@H]([C@H]3O[C@@H]3O[C@@H](C)[C@@H]([C@H]([C@H]3O)O)O)O)O)cc(c2c(=O)c1)O,Ligustroflavone,260413-62-5,C33H40O18,724.67
T3863,1297,AUTOGEN_Drug_1297,0.00068865,6,OC[C@H]1O[C@@H](OC(=O)[C@]23CC[C@@]4(C(=CC[C@H]5[C@@]4(C)CC[C@@H]4[C@]5(C)CC[C@@H](C4(C)C)O[C@@H]4O[C@H](C(=O)O)[C@H]([C@@H]([C@H]4O)O)O)[C@@H]3CC(CC2)(C)C)C)[C@@H]([C@H]([C@@H]1O)O)O,Chikusetsusaponin IVa,51415-02-2,C42H66O14,794.98
T3799,1298,AUTOGEN_Drug_1298,0.00172359,1,OC[C@H]1O[C@@H](Oc2c(oc3c(c2=O)c(O)cc(c3)O)c2ccc(c(c2)OC)O)[C@@H]([C@H]([C@@H]1O)O)O[C@@H]1O[C@@H](C)[C@@H]([C@H]([C@H]1O)O)O,Isorhamnetin 3-O-neohesperidin,55033-90-4,C28H32O16,624.54
T4S0795,1299,AUTOGEN_Drug_1299,0.00109507,4,COc1ccc2c(c1O)c[n+]1c(c2)c2cc3OCOc3cc2CC1,Berberrubine,15401-69-1,C19H16ClNO4,357.79
T4S1962,1300,AUTOGEN_Drug_1300,0.00153134,1,C/C=C\c1cc(OC)c(cc1OC)OC,beta-Asarone,5273-86-9,C12H16O3,208.25
T3784,1301,AUTOGEN_Drug_1301,0.00062777,11,N#C/C=C\1/C=C[C@H]([C@@H]([C@H]1O[C@@H]1O[C@H](CO)[C@H]([C@@H]([C@H]1O)O)O)O)O,Griffonin,63492-69-3,C14H19NO8,329.3
